nid,id,Latitude,Longitude,Overall_Rating,Number_Reviews,Price_Levels,Food_Rating,Service_Rating,Value_Rating,Atmosphere,Name
1611,3556,50.6458315,5.601347,4,35,9,4,4,4,3.5,"Phuonghuy, Liege"
1612,3651,50.6458517,5.5768068,3.5,76,2.5,3.5,3,3.5,3,"Il Carpaccio, Liege"
1613,3631,50.6459994,5.570777,3.5,31,2.5,3.5,3.5,3,3,"Alberobello, Liege"
1614,3676,50.6459994,5.570777,3,13,9,3,3.5,3.5,4,"La Bella Stella Restaurant-Pizzeria, Liege"
1615,3415,50.646055,5.5768344,4.5,94,4,4.5,4.5,3.5,4,"L'Amuse Bouche, Liege"
1616,3671,50.6460736,5.5766811,3,29,9,3,3,3,2.5,"Le Riad, Liege"
1617,3576,50.6460907,5.5766643,4,16,1,4,4,4.5,4,"Espace Saveurs du Musee de la Vie Wallonne, Liege"
1618,3584,50.6465418,5.5751901,4.5,13,1,4.5,4.5,4.5,4.5,"Le Temps des Cerises - Chez Matteo, Liege"
1619,3434,50.6468283,5.5804296,4,169,2.5,4,4,4,3.5,"Maccheroni, Liege"
1620,3516,50.6468489,5.5689085,4,75,2.5,4.5,4,4.5,4.5,"Le Paris-Brest, Liege"
1621,3682,50.6468491,5.5805433,3,31,2.5,3,3,2.5,3,"Le Perron, Liege"
1622,3406,50.6469904,5.5810666,4.5,87,2.5,4.5,4.5,4.5,4,"La cuisine de yannick, Liege"
1623,3478,50.6470014,5.5818525,4.5,23,1,4.5,4.5,5,3,"Le Saint Gregory, Liege"
1624,3662,50.6470571,5.5781121,3.5,134,2.5,3.5,3,3.5,3.5,"Le Danieli, Liege"
1625,9890,50.647135,4.643814,4,27,9,4.5,4,4,4,"L'Atelier, Corbais"
1626,3524,50.6472947,5.5791853,4,153,9,4,3.5,4,4,"Bistro n'Home, Liege"
1627,3469,50.6474915,5.6318685,4.5,37,9,4.5,4.5,4.5,4.5,"Le Chandelier, Liege"
1628,8643,50.647667,5.816259,4,11,9,4,4,4.5,NA,"Restaurant le Martinez, Herve"
1629,8548,50.647729,5.483375,3,32,9,3,3,3.5,NA,"La Fantasia, Grace-Hollogne"
1630,10553,50.647872,4.562841,4.5,13,9,4.5,4.5,4.5,NA,"Primavera, Court-Saint-Etienne"
1631,8539,50.648002,5.512667,5,13,9,5,5,4.5,5,"Chez Nono, Grace-Hollogne"
1632,9249,50.648129,4.262726,3.5,25,2.5,4,4.5,4.5,4.5,"Le Relais du Marquis, Ittre"
1633,3549,50.6491114,5.6192553,4,12,9,4,4.5,4,4.5,"Le Parvis de l'Abattoir, Liege"
1634,7551,50.649204,3.718308,4.5,62,2.5,4.5,4.5,4.5,4.5,"Connivence, Ath"
1635,8538,50.64968,5.511208,4,79,9,4,4,4,4,"Le Tertre, Grace-Hollogne"
1636,9891,50.650051,4.64154,4,48,9,4.5,4.5,4,NA,"Sushi Licious, Mont Saint Guibert"
1637,8541,50.650986,5.452908,4,31,2.5,4,4,4.5,NA,"Aero, Grace-Hollogne"
1638,5102,50.651152,3.789963,4,47,2.5,4,4,4,4,"Fil De L'Eau, Tournai"
1639,3420,50.6518516,5.2025755,4.5,81,9,4.5,4.5,4,4,"Restaurant L'Isola, Liege"
1640,3573,50.6526279,5.5731713,3.5,43,9,4,3.5,4,3.5,"Sirtaki, Liege"
1641,8544,50.653038,5.446086,4,30,9,4.5,4,4.5,4,"Basilic, Grace-Hollogne"
1642,8123,50.653049,5.538645,3.5,48,2.5,3.5,3.5,3.5,3,"Le Petit Tasso, Ans"
1643,10792,50.65308,3.873737,4.5,15,9,4.5,5,4.5,NA,"Le Coin Quotidien, Ghislenghien"
1644,8412,50.653189,4.418575,4,17,9,4,4.5,4,NA,"Ristorante Pizzeria Gemelli, Lasne"
1645,10716,50.65322,5.865038,4.5,15,2.5,4.5,4.5,4.5,NA,"Le Fourquet, Thimister-Clermont"
1646,9251,50.653336,4.232624,3,14,9,4,3,3,3,"Sartiglia, Ittre"
1647,9692,50.653953,4.162844,3.5,56,9,3.5,3.5,4,3.5,"Wok In, Rebecq Rognon"
1648,3513,50.6541252,5.573958,4.5,19,9,4.5,4,4.5,NA,"Sushi De Mes Envies, Liege"
1649,8129,50.654373,5.528494,3.5,19,1,3.5,3.5,3,4,"Pizza Hut, Ans"
1650,5156,50.654558,3.404262,3.5,23,2.5,4,3,3.5,3.5,"Ma Campagne, Mont Saint-Aubert"
1651,10793,50.654615,3.880108,4,37,9,4.5,4,4,4.5,"Aux Mets Encore, Ghislenghien"
1652,5106,50.654935,3.400273,4,27,2.5,4.5,4,4.5,4,"L'Atelier, Mont Saint-Aubert"
1653,3474,50.6552451,5.5726402,4.5,24,9,4.5,4.5,4.5,4.5,"El Kantaoui Chez Salem, Liege"
1654,10345,50.655247,5.795025,4,41,9,4,3.5,3.5,3.5,"Gusto & Poesia, Battice"
1655,11033,50.655736,5.414954,4,68,9,4,4,4,3.5,"Les Mainvilles, Fexhe-le-Haut-Clocher"
1656,11034,50.656061,5.408115,3.5,65,9,3.5,3.5,4,3.5,"La Campagnarde, Fexhe-le-Haut-Clocher"
1657,8134,50.657506,5.52761,2,12,9,2,1.5,2.5,2,"A la Fontaine du Gout, Ans"
1658,8121,50.657861,5.526552,4,102,4,4,3.5,3.5,3.5,"Gavius, Ans"
1659,8417,50.659868,4.412795,3.5,61,2.5,4,3.5,3.5,4,"Kaiyou, Lasne"
1660,8119,50.659985,5.520926,4.5,27,1,4.5,4.5,4.5,4.5,"Le Lotus Bleu, Ans"
1661,8130,50.660092,5.520967,4,17,9,4,4,4,3.5,"Le Jardin de Bambou, Ans"
1662,8118,50.660604,5.519434,4.5,69,2.5,4.5,4.5,4.5,4.5,"Leonardo Da Vinci, Ans"
1663,7999,50.660944,4.513549,3.5,57,2.5,3.5,3.5,3.5,4,"La Maison Communale, Ottignies-Louvain-la-Neuve"
1664,9989,50.661027,5.972767,4,16,1,3.5,3.5,3,3,"Temps Libre, Welkenraedt"
1665,9987,50.661206,5.97326,4.5,57,2.5,4.5,4.5,4,4.5,"Cote Comptoir, Welkenraedt"
1666,7203,50.661528,4.381381,4.5,165,4,4.5,4.5,4.5,4.5,"Maison Marit, Braine-l'Alleud"
1667,8120,50.661598,5.516899,4.5,29,9,4.5,4,4,4,"Ban kun mae, Ans"
1668,3594,50.6616744,5.5166833,3.5,91,2.5,3.5,4,3.5,3.5,"La Fontaine de Jade, Liege"
1669,10446,50.6621,5.694988,3.5,25,9,4,4,4.5,3.5,"La Chine Wok, Barchon"
1670,10447,50.6621,5.694988,3.5,96,2.5,3.5,3.5,3.5,4,"Le Vaudree 5, Barchon"
1671,10282,50.6621,5.694988,3,26,9,3.5,3,3,3,"La Charnale, Blegny"
1672,8132,50.663244,5.510869,3.5,20,9,3,3.5,3.5,NA,"Chickoz, Ans"
1673,8131,50.663946,5.511255,3.5,36,2.5,3.5,4,3.5,NA,"La Marina, Ans"
1674,11058,50.664092,4.919254,4.5,11,9,4.5,4.5,4,NA,"La Ligne 147, Autre Eglise"
1675,9691,50.664106,4.132256,4.5,12,1,4.5,4.5,4.5,NA,"La Taverne D' Arenberg, Rebecq Rognon"
1676,8003,50.664289,4.566233,3.5,40,9,3.5,3.5,3.5,3.5,"Gran Sasso, Ottignies-Louvain-la-Neuve"
1677,3603,50.6645354,5.6885654,3.5,45,2.5,4,3.5,3.5,3,"Mad Murphys Barchon, Liege"
1678,7990,50.665006,4.567796,3.5,144,2.5,4,3.5,3.5,3.5,"le coup d'coeur, Ottignies-Louvain-la-Neuve"
1679,10730,50.66509,3.349373,4,20,9,4,4.5,4,4,"L'Escanguilles, Pecq"
1680,10283,50.66552,5.691637,3,63,9,3,3,3,3,"Le Piane, Blegny"
1681,6568,50.665605,4.616073,4.5,70,1,4.5,4.5,4.5,NA,"Mex&Go, Louvain-la-Neuve"
1682,7546,50.665618,5.630157,4,15,9,4,3.5,4.5,3.5,"Piazza 5, Herstal"
1683,8756,50.665739,5.559321,4.5,54,9,4.5,4.5,4.5,4.5,"Au rendez vous du couscous, Rocourt"
1684,7788,50.666048,5.088977,4.5,20,4,5,5,4.5,4,"Les Comtes de Champagne, Hannut"
1685,7218,50.666205,4.378733,3.5,54,2.5,4,3,3.5,3,"Copyright, Braine-l'Alleud"
1686,10364,50.666355,4.818535,4,17,9,3.5,4.5,3.5,4,"Les Fruits de la Passion, Perwez"
1687,3387,50.6665328,5.5583973,4.5,153,4,4.5,4.5,4,4,"o de vie, Liege"
1688,7536,50.666545,5.633653,4.5,49,4,4.5,4.5,4,4.5,"La Maison de Maitre, Herstal"
1689,7989,50.666618,4.570311,4.5,85,2.5,4.5,4,4,4,"Carette, Ottignies-Louvain-la-Neuve"
1690,8406,50.667204,4.468104,4.5,121,4,4.5,4.5,4,4,"Le Petit-Fils, Lasne"
1691,7991,50.667315,4.592107,4.5,37,4,4.5,4.5,4.5,4.5,"Le Chavignol, Ottignies-Louvain-la-Neuve"
1692,8409,50.667466,4.413254,4,42,2.5,4.5,4.5,4,4.5,"La Saline, Lasne"
1693,7540,50.667733,5.636072,4.5,29,2.5,4.5,4.5,4,4,"Chez Andre, Herstal"
1694,8689,50.667851,4.181297,4.5,14,9,4.5,4.5,4,4,"O Cat Saisons, Tubize"
1695,7998,50.667968,4.582247,4.5,18,2.5,4.5,4.5,4,3.5,"Saveurs du Sud-Est, Ottignies-Louvain-la-Neuve"
1696,6578,50.667982,4.603107,3.5,86,2.5,3.5,3.5,3.5,NA,"Butcher, Louvain-la-Neuve"
1697,6588,50.668081,4.611832,4,26,2.5,4.5,4,4.5,4,"Le Respect-Table, Louvain-la-Neuve"
1698,6576,50.668291,4.616997,4,91,2.5,4,3.5,4,4,"Onlywood Cafe, Louvain-la-Neuve"
1699,6596,50.668291,4.616997,3.5,40,1,3,3.5,4,3.5,"Les Halles, Louvain-la-Neuve"
1700,6574,50.668469,4.616061,4,167,2.5,4,3.5,3.5,3.5,"La Creperie Bretonne la Mere Fillioux, Louvain-la-Neuve"
1701,3581,50.6687295,5.5525399,3.5,67,9,3.5,4,4,3.5,"Pekin Paris, Liege"
1702,8755,50.668752,5.552472,4.5,25,9,4.5,4.5,4,4,"la ciociara, Rocourt"
1703,5412,50.668757,4.387579,4,148,2.5,4,4,3.5,4,"Brasserie De L'Alliance, Waterloo"
1704,8258,50.668773,3.938521,3.5,28,2.5,4,4,4,3.5,"BRASSERIE 'T FONTEINTJE, Enghien"
1705,6589,50.668883,4.614925,4.5,11,1,4.5,4.5,4.5,NA,"Vango Crep'Bar, Louvain-la-Neuve"
1706,6604,50.668907,4.613544,3,80,2.5,3.5,2.5,3,3.5,"Le Rabelais, Louvain-la-Neuve"
1707,6571,50.668924,4.604459,4,127,2.5,4,4,4,4,"Nulle Part Ailleurs, Louvain-la-Neuve"
1708,6584,50.669084,4.61326,3.5,86,2.5,4,3.5,3.5,4,"La Galoute, Louvain-la-Neuve"
1709,6573,50.669104,4.612428,4,138,2.5,4,4,4,3.5,"Pasta Follie's, Louvain-la-Neuve"
1710,3575,50.6691214,5.6728346,4,11,9,4,4,4,NA,"Les 4 Bras, Liege"
1711,6601,50.669136,4.61455,3.5,44,2.5,3.5,3.5,3.5,3.5,"Le Coup De Foudre, Louvain-la-Neuve"
1712,6586,50.669159,4.613252,3.5,73,2.5,3.5,4,3.5,NA,"La Popotte Belge, Louvain-la-Neuve"
1713,6594,50.669193,4.612427,3.5,110,2.5,3.5,3.5,3,3.5,"Il Doge, Louvain-la-Neuve"
1714,6581,50.669258,4.613242,4,28,9,4,3.5,4,3,"Outre Mer, Louvain-la-Neuve"
1715,10279,50.669347,5.719131,4.5,45,9,4.5,4,4.5,4,"Il Maestro, Blegny"
1716,6595,50.669415,4.612214,3.5,121,2.5,3.5,3,3,3.5,"Le Cambridge, Louvain-la-Neuve"
1717,8690,50.669468,4.18295,4,23,9,4,4,4.5,3.5,"Marguerite Et Moi, Tubize"
1718,6575,50.669613,4.611767,3.5,144,2.5,4,3,3,3,"Belgicanos, Louvain-la-Neuve"
1719,6570,50.669666,4.615407,4.5,61,1,4.5,4.5,4.5,3.5,"Cellule Sush', Louvain-la-Neuve"
1720,9689,50.670083,4.157183,4.5,33,9,5,4.5,4.5,4,"La Ferme du Faubourg, Rebecq Rognon"
1721,7794,50.670138,5.081458,3.5,35,9,4,4,3.5,4,"Jardin d'Orient, Hannut"
1722,8116,50.670451,5.494325,4,80,2.5,4.5,4.5,4,4.5,"La Charbonnade de la Botte, Ans"
1723,8761,50.670703,5.542774,3.5,38,1,3.5,3.5,4,3.5,"China Town Wok, Rocourt"
1724,7785,50.670999,5.07532,4.5,59,2.5,4.5,4.5,4,NA,"Qui Ramene Bobonne, Hannut"
1725,8114,50.67106,5.53582,4.5,108,2.5,4.5,4.5,4.5,4,"Le Marine, Ans"
1726,7799,50.671165,5.079111,4,53,2.5,4,4,3.5,3.5,"Brasserie du Parc, Hannut"
1727,6579,50.671193,4.609334,3.5,140,1,3.5,3.5,4,3.5,"Le Piano, Louvain-la-Neuve"
1728,8126,50.671463,5.492106,3.5,21,9,4,3.5,3.5,3,"Enoteca Del Baronetto, Ans"
1729,7784,50.671767,5.077063,4.5,23,9,4.5,5,4.5,NA,"Chez Patate, Hannut"
1730,10444,50.671769,5.693919,3.5,30,9,4,3.5,3.5,NA,"Le Nicoli, Barchon"
1731,7791,50.671845,5.078397,3.5,54,9,3.5,3.5,3.5,3,"Pizzeria Doni, Hannut"
1732,7793,50.672076,5.077835,3.5,61,2.5,4,4,4,3.5,"Le Lotus Bleu, Hannut"
1733,10281,50.672227,5.693997,3.5,71,2.5,3.5,3.5,3.5,3.5,"Le fortin, Blegny"
1734,7783,50.672365,5.077243,4.5,80,9,4.5,4,4,4,"Le P'tit Gaby, Hannut"
1735,9789,50.672373,5.489823,3,22,9,3.5,3.5,3.5,NA,"La Villa Marina, Awans"
1736,7795,50.672473,5.077221,3.5,43,9,3.5,3.5,4,3.5,"La Fontanina, Hannut"
1737,3665,50.6726364,5.6633348,3.5,14,9,3.5,3.5,3.5,2,"La Fontaine, Liege"
1738,7996,50.672732,4.576997,4,16,9,4.5,4.5,4.5,4,"La Boule de Chrystal, Ottignies-Louvain-la-Neuve"
1739,11126,50.672837,4.826277,4,20,2.5,4,4,4,4,"L'Incontournable, Glimes"
1740,7796,50.673082,5.076366,3.5,16,9,3.5,3.5,3.5,3.5,"La Roma, Hannut"
1741,8759,50.673124,5.547755,4,25,9,4,4.5,4,4.5,"Restaurant La Palma, Rocourt"
1742,7541,50.673428,5.64029,4,19,9,4.5,4.5,4.5,NA,"Athena, Herstal"
1743,8115,50.673538,5.524057,4,114,2.5,4,4,4,4,"Casa Paco, Ans"
1744,9786,50.674034,5.485674,4,11,9,4,4.5,4.5,NA,"Entrecote 169, Awans"
1745,8758,50.674706,5.546726,4,29,2.5,3.5,3.5,3.5,4,"La Petite Brasserie, Rocourt"
1746,3609,50.6747064,5.5467258,3.5,73,9,4,3.5,3,3,"Le Bouddha Gourmand, Liege"
1747,8000,50.67605,4.548051,4,34,2.5,4,4,4,4.5,"Le Balbriere, Ottignies-Louvain-la-Neuve"
1748,10715,50.676171,5.885178,4.5,64,9,4.5,4.5,4,4,"Le Charmes Chambertin, Thimister-Clermont"
1749,10999,50.676255,5.930853,4,26,2.5,4.5,4.5,4.5,4.5,"La Couronne, Henri-Chapelle"
1750,3627,50.6763339,5.5456714,3.5,35,2.5,3.5,3.5,3,4,"Kyoto, Liege"
1751,7542,50.676876,5.632707,3.5,23,9,4,3.5,3.5,2.5,"Le Cretois, Herstal"
1752,9953,50.676965,6.109786,3.5,16,9,3.5,4,4.5,4,"La Moutarderie, Raeren"
1753,9787,50.67697,5.47831,3.5,32,2.5,3.5,3.5,3.5,2.5,"Brasserie le Waroux, Awans"
1754,7221,50.678326,4.396556,3.5,65,2.5,4,2.5,3,3,"Fuji, Braine-l'Alleud"
1755,9788,50.67843,5.474667,3,44,9,3.5,3.5,4,3.5,"Grillade Ans, Awans"
1756,9090,50.678506,4.704743,3.5,61,2.5,3.5,3.5,3.5,3,"Le Vivaco Grill, Chaumont-Gistoux"
1757,10278,50.679002,5.691328,4,112,9,4.5,4,4,4.5,"Le Jardin de Caroline, Blegny"
1758,8752,50.679108,5.544092,4,131,2.5,4,3.5,4,3.5,"Via Roma, Rocourt"
1759,3508,50.679156,5.5424845,4,25,9,4,4,4,NA,"Le Refectoire de la Brasserie, Liege"
1760,9087,50.67946,4.700071,4.5,13,2.5,4.5,4.5,4.5,NA,"Chez Soi Chez Moi, Chaumont-Gistoux"
1761,9688,50.679878,4.144143,4.5,30,2.5,5,4.5,4.5,4.5,"La Ferme Rose de Rebecq, Rebecq Rognon"
1762,5408,50.680217,4.410253,4,73,2.5,4,4.5,4,4,"Restaurant Le Lion du 1815, Waterloo"
1763,5407,50.680309,4.410984,4,108,2.5,4,4,4,4,"Les Deux Sil, Waterloo"
1764,5426,50.68033,4.411454,4,33,2.5,4,4.5,4,NA,"L'Estaminet de Josephine, Waterloo"
1765,10704,50.680791,5.461968,3,12,9,2.5,3,4.5,NA,"Ikea, Hognoul"
1766,7535,50.681259,5.64223,4,199,2.5,4,4,3.5,3.5,"Chez M, Herstal"
1767,5447,50.681458,4.411301,4,17,1,4.5,4,4.5,3.5,"Yves Lemercier, Waterloo"
1768,10163,50.682155,4.273038,4.5,89,2.5,4.5,4.5,4,5,"Bistro Racine, Braine-Le-Chateau"
1769,8410,50.682156,4.443878,4,84,2.5,4,4,4,4,"Aux Trois Canards, Lasne"
1770,10166,50.682297,4.267067,3.5,26,2.5,4,4,4,4,"La Brasserie du Chateau, Braine-Le-Chateau"
1771,7534,50.682329,5.635077,4.5,142,9,4.5,4,4.5,4,"CHEZ DANE - Friterie EN-BOIS, Herstal"
1772,7214,50.68236,4.369652,4,40,2.5,4,4,3.5,4,"La Melee, Braine-l'Alleud"
1773,7205,50.682379,4.370036,4.5,166,4,4.5,4.5,4,4,"Restaurant Philippe Meyers, Braine-l'Alleud"
1774,10864,50.682517,4.957439,4,27,2.5,4,4.5,4,4,"Le Bout en Train, Jauche"
1775,10167,50.68256,4.369604,3.5,28,1,3.5,3.5,3.5,3.5,"L'Anacapri, Braine-Le-Chateau"
1776,7543,50.682668,5.642421,3.5,26,9,3.5,4,3.5,NA,"Restaurant Da Filippo, Herstal"
1777,10164,50.682824,4.272864,4.5,25,2.5,4.5,5,4.5,3.5,"Le Syrtaki, Braine-Le-Chateau"
1778,10703,50.682911,5.465326,3.5,11,9,3.5,4.5,3.5,3,Le Hognoul
1779,7208,50.68329,4.374467,4,92,2.5,4,4,4,4,"Lou Soleou, Braine-l'Alleud"
1780,9784,50.683362,5.462698,4,42,2.5,3.5,3.5,4,3.5,"zhou, Awans"
1781,10165,50.68338,4.273375,4,52,2.5,4.5,4.5,4,4,"Le Van Kim, Braine-Le-Chateau"
1782,10168,50.683797,4.272588,3.5,32,2.5,3.5,3,3.5,3.5,"Arcadia, Braine-Le-Chateau"
1783,5092,50.683943,3.317656,4.5,62,4,4.5,4.5,4,4.5,"La Ferme du Chateau, Tournai"
1784,7217,50.684035,4.401855,4,34,2.5,4,4,4,4,"La Chine Imperiale, Braine-l'Alleud"
1785,8763,50.684255,5.549717,3.5,30,9,3.5,3.5,3,3.5,"Alexandre Le Grand, Rocourt"
1786,7204,50.68432,4.371698,4.5,141,4,5,5,4.5,4.5,"Le Pavot, Braine-l'Alleud"
1787,7099,50.684334,5.67116,4.5,14,2.5,5,4.5,4.5,NA,"Taverne Le Pacific, Vise"
1788,9783,50.684685,5.458992,3.5,121,2.5,4,3.5,4,3.5,"Dolce Salato, Awans"
1789,7216,50.684977,4.375238,4,31,2.5,4,4.5,4.5,4.5,"Chen Xi, Braine-l'Alleud"
1790,7222,50.684997,4.374506,4.5,15,1,4.5,5,5,3.5,"Hau Wang, Braine-l'Alleud"
1791,7227,50.685036,4.374564,4,13,1,5,4,4.5,4,"Manathai, Braine-l'Alleud"
1792,7225,50.685106,4.376695,4,23,9,4,4,4,4,"Le Dragon Royal, Braine-l'Alleud"
1793,8415,50.685311,4.483444,4,22,2.5,4,4.5,4.5,4,"Gio Tasty Food and Wine, Lasne"
1794,8407,50.685357,4.483649,4,71,2.5,4,4,4,4.5,"L'Atelier 28, Lasne"
1795,9088,50.685433,4.693492,4.5,15,9,4,4,3.5,4,"Traiteur Barras, Chaumont-Gistoux"
1796,7212,50.685628,4.375468,4,47,9,4,4,4,4.5,"Saigon Bistro, Braine-l'Alleud"
1797,7206,50.68576,4.379448,4.5,69,2.5,4.5,4.5,4,4,"Le Croc Bon'Heure, Braine-l'Alleud"
1798,5464,50.685789,4.409412,3,76,2.5,3.5,3,3,NA,"L'orangerie Du Prince, Waterloo"
1799,8416,50.68599,4.484033,3.5,38,2.5,3,3.5,3.5,4,"La Tartine, Lasne"
1800,10280,50.686499,5.722576,4,32,9,4,4,4,3.5,"Le chalet, Blegny"
1801,9086,50.687088,4.691315,4,24,9,4,4,4,4,"Brasserie-Restaurant Le Daneel’s, Chaumont-Gistoux"
1802,7215,50.687125,4.404477,3.5,70,2.5,3.5,4,3.5,NA,"Wood Wayne, Braine-l'Alleud"
1803,8044,50.68759,5.257523,4.5,16,9,4.5,4.5,4.5,4.5,"L'Acapulco, Waremme"
1804,7219,50.687886,4.36861,4.5,15,2.5,4.5,4.5,4.5,4,"Oyici, Braine-l'Alleud"
1805,10967,50.688104,5.800002,4.5,74,4,4.5,4.5,4.5,4.5,"Le Wadeleux, Charneux"
1806,8263,50.688671,4.082834,4,24,4,4,4,4,4,"La cuisine de mon pere, Enghien"
1807,8694,50.689723,4.221979,4,26,9,3.5,3.5,3.5,3.5,"Il Delizioso, Tubize"
1808,10951,50.690033,4.686596,3.5,17,9,3,3.5,3,3.5,"L'envie sushi, Bonlez"
1809,5466,50.690039,4.408547,3,43,2.5,3,3,3.5,NA,"Dynasties Wok, Waterloo"
1810,8257,50.69004,4.05924,4,49,9,4,4,4,4.5,"Al Vecchio Mercato, Enghien"
1811,8691,50.690237,4.205457,4,20,9,4,4,4.5,4,"Il Mediterraneo, Tubize"
1812,7800,50.690653,5.058224,3,40,9,3,4,3,4.5,"Go's Bistro, Hannut"
1813,10460,50.690742,3.257097,4.5,38,1,4,4,4,NA,"La Maison Du Canal, Estaimpuis"
1814,8408,50.691069,4.463678,4,147,2.5,4,3.5,4,4,"Auberge de la Roseraie, Lasne"
1815,9092,50.691105,4.672132,3.5,30,9,4,3.5,4,4,"L'Oree des Champs, Chaumont-Gistoux"
1816,10750,50.691292,4.574791,3.5,26,9,4,3.5,4,4,"La tour penchee, Limal"
1817,8687,50.691628,4.203695,4,28,9,4.5,4,4,4.5,"Akira, Tubize"
1818,5432,50.691691,4.405353,4,13,2.5,4.5,4.5,4,NA,"Wooly Patisserie, Waterloo"
1819,11109,50.691833,3.854706,4,41,2.5,4.5,4,4.5,4,"Le Castel, Ollignies"
1820,8260,50.691868,4.09757,4.5,11,1,4.5,4.5,4.5,5,"Prima Vera, Enghien"
1821,5424,50.691894,4.405531,4,77,2.5,4,4,4,4,"Le Marquis de Pombal, Waterloo"
1822,8693,50.692229,4.205652,3.5,80,2.5,4,3.5,3.5,3.5,"Le Bellucci, Tubize"
1823,8683,50.692493,4.204575,4,22,2.5,4,3.5,4.5,NA,"Il Quadrifoglio, Tubize"
1824,8642,50.692543,5.782077,4,11,9,4,4,4,4.5,"La Cour d'Asse, Herve"
1825,8264,50.692889,4.039515,3.5,59,2.5,3.5,3.5,3.5,4,"Les Delices du Parc, Enghien"
1826,8692,50.693042,4.204907,3.5,36,2.5,3.5,3.5,4,4,"Cavalino, Tubize"
1827,9794,50.69384,3.5806,4,15,9,4,4,4,4.5,"Le meilleur de la frite, Frasnes-Lez-Anvaing"
1828,8266,50.694751,4.041895,3,11,2.5,3,3.5,2.5,NA,"Honk-Kong Express, Enghien"
1829,8046,50.695089,5.250738,3.5,13,1,3.5,3.5,3.5,3,"le coeur d'or, Waremme"
1830,7545,50.695342,5.611917,3.5,22,9,3.5,4,3.5,3.5,"Les Trois Rivieres, Herstal"
1831,7786,50.695404,5.091719,4,41,9,4.5,4,4.5,4,"Ferme de Lange, Hannut"
1832,8040,50.695797,5.254194,4,73,9,4,4,4,3.5,"Le Fab's, Waremme"
1833,9082,50.695857,4.674198,4.5,36,2.5,4.5,4.5,4,4,"Question de Gout, Chaumont-Gistoux"
1834,8047,50.695872,5.252371,4,48,9,4.5,4,4,4,"Le Sicilien, Waremme"
1835,8045,50.695872,5.252371,4,17,9,4,4,3.5,NA,"Estafood, Waremme"
1836,8036,50.69592,5.25392,4.5,68,2.5,4.5,4.5,4.5,4,"Le Panico, Waremme"
1837,8038,50.695987,5.253768,4,81,9,4.5,4,4,4,"Noir du Poivre, Waremme"
1838,8685,50.69629,4.205324,4,42,2.5,4,4.5,4,4,Brasserie de Tubize
1839,3636,50.6967026,5.5671337,3.5,40,2.5,3.5,3.5,3.5,3.5,"La Bartavelle, Liege"
1840,8039,50.696777,5.254747,4,69,2.5,4.5,4,4,4,"Thai Break, Waremme"
1841,7213,50.696786,4.364835,4.5,13,9,4.5,4,4.5,NA,"Restaurant Soho, Braine-l'Alleud"
1842,7229,50.696786,4.364835,3,33,2.5,3.5,3.5,3.5,4,"Le 421, Braine-l'Alleud"
1843,8042,50.696802,5.257843,3.5,82,1,3.5,3.5,4,3.5,"Wok Garden, Waremme"
1844,8049,50.697634,5.259692,4,42,2.5,4,4.5,4,4,"Orchidea, Waremme"
1845,9274,50.698267,5.873562,3.5,83,2.5,3.5,3,3.5,3.5,"Le Grill de la Clouse, Aubel"
1846,7220,50.698366,4.362772,4,35,2.5,4,4.5,4.5,4,"Zen, Braine-l'Alleud"
1847,10102,50.699004,5.650389,5,14,9,5,5,4.5,3,"Punto Pizza, Oupeye"
1848,5945,50.700163,4.58091,3.5,15,9,3.5,4,3.5,4,"Mirama, Wavre"
1849,5440,50.700347,4.402293,4,31,2.5,4,3.5,3.5,3,"Le Thai Gourmand, Waterloo"
1850,9271,50.700481,5.875086,4.5,31,4,4.5,4.5,4,4.5,"Le Bistro d'Astrid, Aubel"
1851,5431,50.700538,4.402283,4,42,2.5,4,3,3.5,3.5,"Wataro, Waterloo"
1852,10008,50.701106,3.846582,4.5,29,2.5,4.5,4.5,4.5,NA,"The Magrillusion Cabaret, Lessines"
1853,7790,50.70118,5.081824,4,50,9,3.5,3.5,4,4,"Le Flore, Hannut"
1854,9949,50.701589,6.085702,4.5,20,9,4.5,4.5,4.5,2.5,"Friture New Quinta, Raeren"
1855,9793,50.701747,3.55819,4,33,4,4.5,4.5,3.5,3.5,"Le Petit Sarlat, Frasnes-Lez-Anvaing"
1856,5391,50.701902,4.401914,4,184,2.5,4,4,4,4,"La Pate Et Ose, Waterloo"
1857,5419,50.702143,4.402146,3.5,231,2.5,3.5,3.5,3.5,3.5,"Les Six Colonnes, Waterloo"
1858,5453,50.702163,4.402667,3.5,13,9,4,4,4,4,"Chez Giorgio, Waterloo"
1859,10150,50.702442,4.465913,3.5,90,2.5,3.5,3.5,3,4,"le Messager de Bruxelles, Ohain"
1860,5400,50.702578,4.402736,4,104,2.5,4.5,4.5,4,3.5,"Zio, Waterloo"
1861,7106,50.702824,5.686723,4,20,2.5,4,4,4,4.5,"La Vieille Vigne, Vise"
1862,5460,50.702847,4.403122,3.5,33,2.5,3.5,3.5,3,3.5,"Wasai, Waterloo"
1863,5418,50.702965,4.401809,3.5,244,2.5,4,3.5,4,4,"Le Jardin D'Asie, Waterloo"
1864,7118,50.703231,4.248982,4,69,2.5,4,4,4,4,"De Zogeraa, Halle"
1865,9955,50.703479,2.908424,4,27,2.5,4,4,4,3.5,"La Howarderie, Le Bizet"
